REG_KEY|CONTACT_ID|FIRM_NAME|OWNER_OPERATOR_NUMBER
196616|20738623|Jiangsu Shuijingshi Information Technology Co., LTD|10052286
196617|19011966|Rehab-Robotics Company Limited|10051168
196626|20748626|Cool Renewal, LLC|10052288
196628|20681356|SDP Inc.|10052289
196630|20708784|Lablogic Inc.|10052290
196638|20619914|Shupin|10052292
196673|20711074|Produkt Service Erdt GmbH|10052296
196682|20738719|BodiMetrics LLC|10052297
196690|20699945|BINA LIMITED|10052298
196694|20738843|Guangdong Esino Technology Group Co., Ltd.|10052299
196695|20711228|Filmtech, Inc.|10052300
196697|20738847|Longrich America International, Inc.|10052301
196702|20682184|Unident Enterprise Co|10052302
196704|20700198|Challenger Health, LLC|10052303
196710|1981140|EB NEURO, S.P.A.|9043444
196724|1121837|CAMLOG Biotechnologies GmbH|9071675
196729|20738698|CatLadyBox, Inc|10052305
196745|20699757|UFP Technologies, Inc.|10052310
196800|20739061|4QIMAGING, LLC DBA QMETRICS|10052314
196807|20710983|Draeger Safety AG & Co. KGaA|10052315
196809|1981140|EB NEURO, S.P.A.|9043444
196811|2905719|Grace Continental Ltd|10028412
196812|20711106|C/O BIGELOW CHEMISTS, INC|10052316
196814|20738826|Allied Powers LLC|10052317
196828|20738987|LL & P, INC.|10052318
196830|20748779|Element Management, LLC|10052319
196865|20738972|MK IMEX CO., LTD.|10052325
196873|20738829|Exsomed Corporation|10052328
196881|20283514|Aerin Medical Inc.|10050618
196891|20739239|Tapmedic LLC|10052331
196899|20739212|Taizhou HaoZhan Baby Products Co.,ltd|10052332
196909|20739046|NAU S.P.A.|10052335
196930|4015095|ANGIODYNAMICS, INC|9028212
196938|20739106|Kamal Hosiery Mills|10052336
196953|20699253|Levita Magnetics International Corp.|10052338
196989|20749035|Think Green Ltd|10052343
197013|20698644|ALLIED TRADE LINKS FZE|10052344
197022|20739569|TRUABUTMENT KOREA CO., LTD.|10052347
197069|20710198|Eastrock LLC|10052353
197074|20556830|Soberlink Healthcare LLC|10052354
197086|20739031|AURORA OPTIC INC.|10052355
197088|20700938|XYZprinting, Inc.|10052356
197091|3266426|Vectura Group PLC|10024149
197098|20739065|Visionworks of America, Inc.|10052357
197100|20739065|Visionworks of America, Inc.|10052357
197126|20738731|S2 Media|10052360
197134|20739482|iSmile Dental Products, Inc.|10052362
197143|1920947|Theragenics Corporation|1037598
197146|20749113|VERDENT LTD.|10052364
197156|20739779|GrandVision Supply Chain B.V.|10052368
197161|20749157|Victory Telecom (Huizhou) Ltd|10052369
197164|20739528|MEDICON, E.G.|10052370
197166|20749167|M&T srl|10052371
197169|1923517|DEFIBTECH, LLC|9048526
197170|20739553|Zalgen Labs LLC|10052372
197184|5745074|VAPOTHERM, INC.|9038880
197191|20749209|Amphenol Thermometrics, Inc.|10052376
197198|20739375|Abingdon Health Plc|10052380
197200|20739691|MEDICON, E.G.|10052381
197211|20749230|Tarta Design Srl|10052382
197213|20739668|Zhu Hai SFL Technology Co. Ltd.|10052383
197219|20739673|Jiangsu  KangJian  Medical  Apparatus Co. Ltd.|10052384
197223|20739746|Authorized Acquisitions LLC|10052386
197226|20740001|NINGBO LEADER IMPORT&EXPORT CO., LTD.|10052387
197240|20749120|Guangzhou Fashion Traveling Goods Co., Ltd|10052389
197243|20740026|Taiwan Ging Yee Co., LTD.|10052391
197245|20740037|Zhejiang Beauty and Health Electrical Appliance Co., Ltd.|10052392
197247|20740013|Ore' Originals, Inc.|10052393
197249|20749256|Dynamic Concepts Mfg|10052394
197252|20740042|Shenzhen HuaYi Safety Medical Technology co., Ltd.|10052396
197264|20758599|NINGBO LONGFU ELECTRICAL APPLIANCES&TOOL CO.,LTD|10052399
197269|20749081|Ningbo worth international trade co Ltd|10052401
197275|20758669|Ashoka Company Limited|10052403
197280|20739982|Draeger, Inc.|10052404
197286|20588749|RECTICEL CORBY|10052406
197294|2571072|Pursuant Health|10024427
197295|2915404|SENTAGE CORPORATION|9052467
197301|1918554|KOON SENG SDN.BHD|8040793
197303|20739918|The Flex Company|10052408
197326|20740180|2breathe technologies LTD|10052413
197333|20239796|P3 Medical Ltd|10052414
197335|20758789|UNIQUE SAFETY EQUIPMENT CO., LTD.|10052415
197337|20710570|Diana E-Commerce Corporation Srl|10052416
197338|20739877|Nouvag USA, LLC|10052407
197341|20739860|MEDICON, E.G.|10052417
197354|20739829|Halo Innovations, Inc.|10052419
197356|20179844|Baxalta US Inc.|10049748
197367|20758924|Zar Trading Ltd|10052422
197373|20739577|Hua Cheng Xin Plastic Mold Co. Ltd.|10052424
197375|20758962|Restech Srl|10052425
197377|20739406|Zimmer, Inc|10052427
197380|1108975|Endologix LLC|9034802
197387|20758714|Decisio Health, Inc|10052409
197399|20748892|Igea Research Corporation|10052327
197403|20557267|Rochal Industries|10051328
197422|20759065|OPTIC DE OCEAN PTE LTD|10052432
197424|20588627|EndoClot Plus Co., Ltd.|10052433
197430|20759089|Ondal Medical Systems GmbH|10052435
197432|20749231|MEDICON, E.G.|10052436
197433|20768638|Interplex Sunbelt, Inc.|10052437
197435|20759123|Yilmaz Medikal|10052438
197445|20758678|Meag AG|10052439
197450|20708863|JRJ Medical Innovations LLC|10052092
197457|20768657|LOEWE SA|10052442
197468|20759246|Genea Biomedx|10052443
197499|20758994|Sharp Fluidics, LLC.|10052447
197506|20621006|Brenner-Fiedler & Associates, Inc.|10052449
197513|20711147|FLY CAT ELECTRICAL CO.,LTD.|10052451
197516|20798635|Savaria Concord Lifts, Inc|10052452
197519|20759295|SALIM ODONTOMED INC|10052453
197527|20798689|Anhui Inno-Sign International Co.,Ltd.|10052455
197539|20759327|Biodaptive Advanced Materials LLC|10052456
197573|20798780|Omnicell Global|10052459
197616|20798923|Glas-Col|10052465
197622|20759389|DARCO International Corporation|10052467
197624|20550899|GTIMD LLC|10052468
197626|20798638|Resperate Inc|10052469
197630|20799061|Accora Ltd|10052470
197635|20759242|Cast21 Inc.|10052472
197637|5744996|TAKARA BELMONT CORPORATION|8031613
197639|20798690|PharmRight Corporation|10052473
197671|20798937|Euromedishop|10052481
197685|20798756|Xlear Inc.|10052483
197690|5705050|ATRICURE, INC.|9045049
197696|20799291|MedLaser USA|10052485
197698|20238550|Sung Shim Medicare Co.,Ltd.|10052486
197701|20179110|Bone Index Finland Ltd.|10052487
197706|20799501|Fridababy, LLC|10052488
197717|20759365|Fabmed Sas|10052490
197740|20699576|DORTE LTDA|10052173
197744|3267018|ADVANCED BIO-TECHNOLOGIES, INC.|10040429
197745|20799688|BIG WHISKEY LLC|10052497
197756|20758711|InterSystems|10052502
197758|20163040|Additive Orthopaedics, LLC|10052501
197759|20799958|Quansys Biosciences|10052503
197767|20799777|Belluscura LLC|10052505
197810|20759031|WARNER TECH-CARE PRODUCTS, LLC.|10052515
197836|2062747|Instrumentation Laboratory Co.|1217183
197843|20799970|ROE Dental laboratory|10052521
197847|20808885|Aim Medical Inc|10052522
197851|20799910|SIT-OR LTD|10052523
197858|20808935|B&B Molded Products|10052524
197864|20808963|Suzhou Longliqi Import & Export Co., Ltd|10052525
197868|20808720|Eyepol Polarizing Technology (Xiamen) Co., Ltd.|10052527
197876|20808690|SolarX Eyewear LLC|10052529
197878|20808745|Maxpert Medical, LLC|10052530
197881|2776696|Fresenius Medical Care North America|9030510
197884|20799709|DIFF, LLC|10052532
197888|20809235|Mulberry Company USA Inc.|10052533
197901|20808898|Opulence Global|10052536
197905|20758732|MC3 Inc.|10052537
197907|20809375|Suministros y Desechables SKKYD S.A. de C.V.|10052539
197913|20553184|Louis Vuitton Canada|10052540
197926|20809081|Lifeworks Technology Group, LLC.|10052543
197930|20758934|Dose Health|10052544
197933|20809377|Handy Cane, LLC|10052546
197937|20690075|Visco Vision Inc.|10052547
197956|20818654|Precot Meridian Limited|10052551
197978|20818695|Heyuan Hong De Medical Products Co., Ltd.|10052554
197987|20818718|Brace Align|10052555
197993|20809316|Beijing Wantai Biological Pharmacy Enterprise Co., Ltd.|10052557
198018|20828644|Aquaflush Medical Ltd.|10052561
198023|20818604|EmbedTek, LLC|10052562
198025|3555273|BFFL CO|10052563
198027|1169183|Luminex Corporation|9032042
198029|20828702|ZHEJIANG HUANGYAN FEIDA PLASTIC PRODUCTS FACTORY|10052564
198035|952925|MEDLINE INDUSTRIES, INC.|1417592
198037|20828770|Shinyeyes Inc.|10052566
198043|20828810|Neotech Care Inc.|10052569
198045|20818617|Transatlantic Handelsgesellschaft Stolpe & Co. mbH|10052570
198049|20818712|FGX LATIN AMERICA S DE RL DE CV|10052571
198083|20838614|GBI|10052575
198093|20828883|Solid Trading Korea Co., Ltd.|10052576
198102|20838682|Inspecs Ltd|10052578
198109|20838773|Orchid Orthopedics Switzerland GmbH|10052580
198117|20828637|Martin Bionics|10052581
198120|20838893|Reliance Medical (Shanghai) Co., Ltd|10052583
198137|20800004|Healthcare Creations, LLC|10052585
198142|20189134|MET ONE TECHNOLOGIES, LLC|10052587
198143|20759178|Bite Tech Inc.|10052588
198145|20688884|EYEQUE|10052589
198146|20848763|SafeRx LLC|10052590
198154|20848870|Medical Distribution Industries, Ltd.|10052592
198157|20838644|Universal Medical Resources|10052594
198160|20848937|BGLG, Inc.|10052595
198169|4945111|Mylan, Inc.|10041543
198201|20849129|INSPECS ASIA|10052597
198203|20849140|HTS Clinic - Dr Jean Devroye MD|10052598
198206|20849179|Applied Technical Services Corporation|10052600
198211|20748629|Lexington Wellness Holdings Inc. d/b/a CoachCare|10052601
198212|20848992|Chameleon, LLC|10052602
198216|20758929|Pervice Korea Co.,Ltd.|10052603
198222|2496918|STRYKER CORP.|1811755
198225|20828881|RMH3 Dental|10052606
198230|20798664|Xiamen Anbo Sports Goods Co., LTD.|10052607
198232|20849409|TRAJAN SCIENTIFIC AUSTRALIA PTY LTD|10052608
198235|20849199|NHAN DUC INDUSTRIAL CO., LTD|10052609
198247|20849060|Transmed Medizintechnik GmbH & Co. KG|10052610
198257|20849366|Linhai Junwei Glasses Co., Ltd.|10052613
198282|20849250|Southern Implants North America Inc|10052616
198286|20868688|ADIN DENTAL SOLUTIONS USA INC.|10052618
198295|20759374|Felix Gray|10052619
198296|20809066|Pharmaplast USA, LLC|10052620
198303|20554012|SMD Manufacturing LLC|10052202
198306|20699755|Vortex Surgical|10052162
198309|20849170|Saint Owen LLC|10052623
198310|20868732|Kapten and Son LLC|10052622
198311|20828947|CDG Biotech|10052624
198314|20848864|Modulight, Inc.|10052625
198329|20858947|Cardiobiomedical Corporation|10052629
198342|20859040|LifeSense Group B.V.|10052635
198347|20858808|Pulsaderm LLC|10052636
198355|5565018|ZELTIQ Aesthetics, Inc.|10025698
198357|20868863|Joowon Innovation Co., Ltd.|10052639
198370|20849360|Novaprint, S. de R.L. de C.V.|10052643
198378|20859174|Shandong Zhushi Pharmaceutical Group Co., Ltd|10052646
198386|20818648|UE Furniture Co., Ltd|10052648
198388|20859229|Shield Gloves Manufacturer (M) Sdn.Bhd|10052649
198392|3245841|STICKMAN Dialysis Industries Inc.|9049807
198396|20859249|In'Tech Industries|10052650
198397|20859048|ALLURE ORTHO|10052651
198411|20849563|410 Medical Inc.|10052654
198413|20868991|Mainline Medical Dental Supply|10052656
198414|20808876|EdgeOne Medical|10052655
198416|20859364|Bolang|10052657
198440|20828631|Zhuhai DS Dental Technology Co., LTD|10052660
198448|20859297|iRay Technology Co. Ltd.|10052663
198451|20869004|Azad International (H.K.) Ltd.|10052664
198455|1001969|QUALITY PACKAGING SPECIALISTS INTERNATIONAL, INC.|9067895
198464|20859409|Masena Invest, BV|10052668
198465|20710654|Liofilchem S.R.L.|10052223
198474|20708885|RYMA PHARM GmbH|10052669
198484|20869020|P & N SRL|10052670
198490|20859824|KOB USA Corporation|10052671
198494|20828753|Del Palma Orthopedics, LLC|10052672
198497|20748756|Breitfeld & Schliekert GmbH|10052673
198498|20799639|WAI Medical Technologies LLC|10052511
198519|20859477|Synaptic Medical Limited|10052676
198527|20859695|GMI Corporation|10052677
198537|20859748|Swift Health Systems Inc.|10052680
198539|20869030|Dental Engineering Laboratories|10052682
198547|20859923|eyePx LLC|10052684
198562|20869404|Zhangjiagang Municipal CNNC Huakang Radiation Co.,LTD.|10052689
198564|20619238|Brighten Industrial Limited|10051859
198565|20869410|Smartbox Assistive Technology Inc|10052690
198570|11836511|Emerald Resources Inc|10052692
198579|20679380|Avalign Technologies|10051835
198593|2777836|ABBOTT LABORATORIES|1415939
198598|20859346|Firma Ingemarsson|10052698
198610|20860103|Medical Specialties of California Limited|10052691
198616|4765052|MEDTRONIC INC.|2112641
198620|20860213|ExploraMed NC7, Inc|10052700
198633|20860501|Home Orthopedics|10052702
198638|20869509|Solo-Dex|10052704
198647|20768615|Medadent Limited|10052584
198659|1961072|Sutter Medizintechnik GmbH|9005453
198660|20868704|Custom Wire Technologies, Inc|10052706
198675|20860384|Shanghai Yaojia Medical Devices Co., Ltd|10052709
198676|20860682|Maiden Biosciences, Inc.|10052710
198681|20869673|Armor Dental Corporation|10052711
198682|20860738|Cypress Adaptive|10052712
198687|20860771|HUIJUN OPTICAL (HEYUAN) LIMITED|10052713
198698|20809173|Retail Acquisition & Development DBA Interstate All Battery|10052716
198700|20860818|Molecular Kazan International Corp|10052714
198703|20838931|Pugs Holding, LLC|10052715
198712|20860026|Cold Ice|10052717
198719|20860889|ZHONGSHAN YAGUAN OPTICAL MANUFACTORY LIMITED|10052718
198741|20860847|Xin Hong Optics Co., Ltd|10052720
198750|20749209|Amphenol Thermometrics, Inc.|10052376
198752|994380|PHOENIX-LAZARUS, INC.|9046959
198788|20869373|GATE DENTAL SERVICES LTD|10052726
198789|20818585|Dermal Life, LLC|10052725
198795|20398698|OPEN IMPLANTS|10052727
198799|20861297|Medical Device Post-Production Services, Inc.|10052730
198803|20868909|IPC Process-Center GmbH & Co. KG|10052731
198838|20861308|GEFA Latvia SIA|10052734
198849|2503025|Terumo BCT, INC.|9002708
198871|20861482|PROTEC LIFE&HEALTH Co., Ltd.|10052739
198873|20849330|MaxEmil Photonics Corporation|10052740
198884|20870141|Viscus Biologics, LLC|10052742
198886|20861150|Solvent Medical|10052744
198891|20870061|UNI Precision Industrial Ltd.|10052746
198896|20869896|SSI Diagnostica A/S|10052749
198899|20870076|Snap LLC|10052750
198917|20861033|ICM Pharma|10052753
198919|20869810|Taizhou Keyi Optical Glasses Co.,Ltd.|10052754
198932|20870264|Shalon Chemical Industries Ltd.|10052757
198937|3235987|MASIMO CORPORATION|9031881
198958|20758942|Toul Meditech AB|10052761
198998|11306088|Softcare Co., Ltd.|10052762
199035|20862900|Stretton Online LTD|10052766
199036|20869875|UNITED MEDICAL INC|10052765
199037|20858996|ImPACT Applications, Inc|10052764
199040|998734|THE POSTUREWORKS LLC|9057679
199044|20870296|KASM International LLC|10052767
199045|20862351|Millennium Surgical Device|10052770
199046|995272|PRO-TECH Design & Mfg, Inc.|9048910
199048|20862478|Appasamy Associates Private Limited ( Ambattur)|10052771
199049|20862491|MediMaxTech Inc.|10052772
199057|20870817|Ergocept, LLC|10052776
199060|20862261|Corbin Clinical Resources, LLC|10052777
199063|20870616|Modsel Pty Ltd|10052779
199066|20862260|CinZara, PLC|10052780
199067|20599200|Lucerno Dynamics, LLC|10052781
199069|20870836|Dongguan KIO Electronic Materials Co., Ltd|10052782
199070|20863011|BLLT, INC|10052783
199078|20859668|Genolution Inc.|10052785
199089|1094099|OWEN MUMFORD, LTD.|8021764
199091|2905828|FRANTZ MEDICAL DEVELOPMENT LTD.|2432549
199093|20870794|ClaroNav Inc.|10052787
199098|20859897|Emerginnova LLC|10052789
199101|2496918|STRYKER CORP.|1811755
199125|20863155|D R Burton Healthcare LLC|10052794
199134|20870971|MORYS LEPORTS CO., LTD.|10052797
199135|20870953|Spectra Symbol|10052796
199137|20863231|Taiwan Innovative Biomedical Co., Ltd.|10052798
199151|20861900|Cartamundi Elm llc|10052760
199156|2916370|Smith & Nephew, Inc.|1020279
199160|20871028|Minson Enterprises Thailand Co., Ltd.|10052802
199166|20862482|VIARDEN LAB LLC|10052806
199178|20870750|Arineta Ltd.|10052807
199196|20870784|Moving Life Ltd|10052809
199208|20863426|HANGZHOU YUHANG GULING GLOVES CO., LTD|10052812
199212|20863430|Incrediwear Holdings, Inc.|10052813
199213|20863004|WBA CORPORATION|10052814
199217|20871091|CyberScan Agent|10052815
199227|20860768|WENZHOU ZHENGDA OPTICAL CO., LTD|10052817
199231|20863266|Heberlein AG|10052818
199232|20870887|SPR Therapeutics, Inc|10052819
199233|20863313|Brain Sentinel Inc.|10052820
199237|20871145|Wenzhou Zhiheng Glasses Co., Ltd|10052822
199240|20863575|Integrum, Inc|10052823
199244|20863598|Cook BioDevice, LLC|10052826
199245|20863322|Arizona AFO, Inc.|10052827
199246|20859212|M3 Global Enterprises, LLC|10052828
199248|20862010|Penta Latex LLP|10052829
199256|2855203|Roche Diagnostics Operations Inc.|9039767
199261|20863719|WENZHOU DUOLA TRADE CO., Ltd.|10052831
199269|20863717|Peninsula Plastics Ltd|10052834
199273|20862703|Marlo Plastic Products, Inc.|10052803
199274|20871244|Mahe Medical USA|10052835
199283|20863713|Murph Industries LLC|10052837
199285|20871271|3D Industrial Imaging Co., Ltd.|10052838
199290|20871192|Varina Supply Company LLC|10052839
199304|20189660|OneKubedDESIGNS|10052842
199306|20863652|Boyd Corporation GmbH|10052843
199308|20862146|Hebei Vanry Medical Devices Co., Ltd|10052844
199315|20863857|WUHAN TOP-LINK INTERNATIONAL TRADING CO., LTD|10052845
199318|20838760|PreXion Corporation|10052846
199322|20863870|Xiantao Xinhengrun Plastic Products CO., LTD|10052847
199330|20863897|Wear Tex S. de R.L. de C.V.|10052848
199336|20863942|SM WORLDWIDE USA INC.|10052850
199337|2855203|Roche Diagnostics Operations Inc.|9039767
199360|20870719|Jacques Marie Mage, INC|10052852
199366|20870916|Pierre Fabre Pharmaceuticals, Inc.|10052853
199367|2042776|CONMED CORPORATION|1317214
199368|20870977|LABOTRON INSTRUMENTS PRIVATE LIMITED|10052854
199371|20870323|Medicreations LLC|10052855
199387|20871097|Anhui Hongyu Wuzhou Medical Manufacturer Co., Ltd.|10052857
199389|20861605|Hangzhou Formed Medical Devices Co., Ltd.|10052858
199394|20869105|Ningbo HLS Medical Products Co., Ltd.|10052859
199412|20864088|Tytocare Ltd.|10052860
199419|2855203|Roche Diagnostics Operations Inc.|9039767
199424|2855203|Roche Diagnostics Operations Inc.|9039767
199454|16167396|Tyber Medical LLC|10046574
199459|20863794|PureTek Corporation|10052870
199460|20163338|KOBAYASHI AMERICA MANUFACTURING, LLC|10049550
199461|20863993|FLORISSANT VALLEY SHELTERED WORKSHOP|10052868
199463|20864185|Ningbo Runyes Medical Instrument Co., Ltd.|10052869
199468|20163338|KOBAYASHI AMERICA MANUFACTURING, LLC|10049550
199472|20871138|Healer Health LLC|10052872
199481|20864236|Superior Machined Products, Inc.|10052875
199487|20864245|Unicon Optical Co., Ltd.|10052876
199489|20699594|WENZHOU GUANHAO GLASSES CO.,LTD.|10052877
199498|20871488|J DENTAL CARE SRL|10052880
199500|2777836|ABBOTT LABORATORIES|1415939
199515|20864122|Digital Horizon, LLC d/b/a Radius, LLC|10052882
199521|2855203|Roche Diagnostics Operations Inc.|9039767
199522|20864307|Western industries Corporation|10052885
199537|20871136|Chopard & Cie S.A.|10052886
199543|20871531|Wenzhou Faith Import & Export Co. Ltd.|10052889
199558|20870577|Teknova|10052890
199565|20863454|Nantong Poly Technology Co.,Ltd.|10052891
199571|20864424|Guangdong Nafei Industrial Holding Co.,LTD|10052892
199572|20871416|Stedical Scientific|10052893
199573|20863796|Flenar Manufacturing, LLC|10052894
199574|20871105|S.T.A.T. Medical Devices LLC|10052895
199575|20864343|Rodenstock USA, LLC|10052896
199576|20871520|Crystal Hill LLC|10052897
199582|20071025|Microtrol Sterilisation Services Pvt. Ltd.|10048897
199584|20862695|Cworld|10052898
199597|20862525|Mano and Mano Pty Ltd|10052899
199603|20864215|Appasamy Associates Private Limited (Thirubhuvanai))|10052901
199606|18119150|Parkell Inc|10047694
199613|20864543|Uptake Medical Technology Inc.|10052902
199614|20871652|CAROLINA SPORTS AND ORTHOPEDICS SALES INC|10052903
199619|20864558|Siaron Medical Ltd|10052905
199648|20864672|GuangDong Alloves Hygienic Products Co., Ltd.|10052915
199652|20864677|ZHONGSHAN CHUKUANG TEXTILE CO., LTD.|10052917
199658|20699078|SHENZHEN AEON TECHNOLOGY CO.,LTD|10052918
199660|20864705|Vasorum|10052919
199666|20871678|Hartmobility, Inc.|10052908
199672|20871757|Sabre Medical Pty Ltd|10052921
199674|20864739|MEDEX|10052922
199676|20864760|Surgix Medical, L.L.C.|10052923
199683|20864154|Appasamy Associates Private Limited  ( Thruvandar Koil)|10052925
199689|2085735|GENERAL ELECTRIC CO.|9912004
199690|2905806|Philips Medical Systems International BV|9005541
199694|2905806|Philips Medical Systems International BV|9005541
199698|2905806|Philips Medical Systems International BV|9005541
199705|20871811|LINHAI WANYING GLASSES FACTORY|10052930
199726|5025086|ConvaTec Inc.|2241599
199730|20871833|Zhanjiang JiaLi Glove Products Co.Ltd|10052933
199734|20871850|Solotica Industria E Comercio Ltda|10052935
199735|20864519|Peter Millar LLC|10052936
199739|20623547|Ease Seating Systems, Inc|10052938
199741|20864944|Plastifil SA|10052939
199742|2855203|Roche Diagnostics Operations Inc.|9039767
199747|20864952|Zhenjiang Rapid Rehab & Instrument Co. Ltd|10052940
199749|20864957|MEDIPROTEK VIETNAM CO LTD|10052941
199758|20871698|Perimeter Medical Imaging AI, Inc.|10052944
199771|2855203|Roche Diagnostics Operations Inc.|9039767
199773|20864385|HOLLER LLC|10052947
199775|20864327|Zoe Ruth Pty Ltd|10052948
199779|20864630|Dr PRP USA LLC|10052949
199787|16027174|Anteris Technology Corporation|10046278
199792|20864849|Resolve Designs|10052954
199802|20865091|GRAYBROWN EYEWEAR LIMITED|10052958
199806|20870173|Hangzhou AGS MedTech Co., Ltd.|10052959
199809|20871951|WUXI EMSRUN TECHNOLOGY CO., LTD.|10052960
199811|20864716|Future Medical Equipment Ltd|10052961
199813|20163255|Universal Biosensors Pty Ltd|10052962
199820|20865159|Nephron SC, Inc.|10052964
199821|20864787|Future Tech Medical|10052963
199826|20865163|Fitwear Garments (Dongtai)Co., Ltd|10052968
199828|1941367|PELSTAR LLC|9914066
199830|20871983|Obesinov Corp|10052967
199837|20871928|Access Point Technologies EP Inc|10052970
199842|20864204|Medrex Medical llc|10052973
199856|20865262|Yangzhou clairo science and  technology CO.,LTD|10052976
199858|20865268|Shandong Hengfa Hygienic Products Co.,Ltd.|10052977
199868|20865295|JOHN SHENG ENTERPRISE CO., LTD|10052980
199882|20863740|RealCloud Imaging Inc.|10052982
199886|20864801|Super-Sparkly Safety Stuff, LLC|10052983
199888|20865329|Island Pyrochemical Industries|10052984
199890|20864968|Biodaptive, LLC|10052985
199891|20860572|Lidl US Trading, LLC|10052986
199896|20828760|Creating Brand Legacy Worldwide LLC|10052988
199910|20871487|Medizintechnik Basler AG|10052990
199924|20872169|Guangzhou Health & Health Medical Equipment Co., Ltd|10052997
199934|20865481|Dongguan BeGood Optical Co Ltd|10053000
199936|20872174|INTER SONIC International Co., Ltd.|10053001
199949|20864668|GEMMAKOREA CO., LTD|10053003
199953|2073785|Shanghai MediWorks Precision Instruments Co., Ltd.|10031036
199956|2497229|Uzinmedicare CO.,LTD|10033747
199964|20871864|Ideal Protein of America|10052943
199972|20865234|20/20 Vision Center, LLC|10053008
199974|20872234|NINGBO BELLA VIE ELECTRICALS CO LTD|10053007
199978|20872079|Taizhou Yafeng Glasses Company Limited|10053010
199986|20872255|Suzhou Jinsheng Plastic Co., Ltd.|10053012
199992|20860833|PAC Worldwide|10053014
200007|20865649|Arozzi North America|10053019
200009|20865709|Theni Guru Krishna Textile Mills (P) Ltd.|10053020
200017|20872301|Conchen Glasses Co Limited|10053023
200042|20861533|BRAKO D.O.O|10053029
200059|20711288|Quality in Flow Ltd.|10053030
200068|20872339|ZHUJI JINFULAI TEXTILE FACTORY|10053032
200074|20865815|Nanjing Late Guangxue Youxian Gongsi|10053034
200076|20865824|Honest (Hubei) Health Products Co.,ltd|10053036
200077|2127066|Philips Medical Systems International BV|2939520
200080|20809337|Stoner Incorporated|10053039
200091|20872083|Rapid MFG Industry CO.,Ltd|10053042
200099|20865951|STILO OPTICAL TECHNOLOGY (HK) CO., LIMITED.|10053044
200119|1946385|PETERS SURGICAL|9009304
200127|20865999|Cypris Medical, Inc.|10053047
200129|20865596|CareAline Products, LLC|10053048
200134|20872451|ZHEJIANG LUYAO ELECTRONICS TECHNOLOGY CO.,LTD|10053050
200140|20865679|Cyxus Technology Group Ltd.|10053051
200161|1944178|Life Technologies Corporation|9915045
200165|1944178|Life Technologies Corporation|9915045
200170|20838760|PreXion Corporation|10052846
200174|20866135|Shenzhen Oceanus Medical Device Co., Ltd.|10053056
200186|20865969|Shenzhen king medical packaging sterilization service Co.ltd|10053058
200190|20864078|TAIZHOU EVERRISE INTERNATIONAL TRADE CO.,LTD|10053059
200202|20739031|AURORA OPTIC INC.|10052355
200210|20872289|Active-Ice, Inc.|10053061
200219|20865671|Grahope New Materials Technologies Inc.|10053062
200222|20865916|Georgica Pine Clothier LLC dba J.McLaughlin|10053063
200241|20866346|DANYANG CHANXIN GLASSES CASES FACTORY|10053069
200245|20866365|Quanzhou ezywipe merchandise company limited|10053070
200252|20866393|EVERYWAY4ALL|10053071
200258|20866397|arvato distribution gmbh|10053073
200278|20866478|Box Medical Solutions, Inc|10053078
200297|2502731|Beaver-Visitec International, Inc.|10033379
200301|20866369|FOSHAN HONGFENG CO.,LTD|10053080
200317|20866219|Binoptics SPRL|10053082
200318|20888676|RNDent IP Ltd.|10053083
200322|20866355|CT Healthcare trading as Niagara Therapy|10053084
200326|20258609|Unimom Co.|10053086
200341|20169876|Spineway|10049724
200347|20872611|Bombardier Recreational Products (BRP)|10053087
200374|5505088|NORAV MEDICAL|9024500
200378|20888799|Medifab|10053091
200380|20888788|Novosanis NV|10053089
200382|20848594|Fibralign Corporation|10053092
200401|20888819|STRATO S.A.S.|10053096
200423|20888925|Dental Holdings, LLC|10053100
200428|20871608|JINHUA BEILI KNITTING CO., LTD.|10053101
200432|20888955|Celltrazone Co., Ltd|10053102
200449|11325007|Bruker Scientific LLC|10044152
200452|2532142|Tecan Group AG|9050992
200455|2789849|CITAGENIX, INC.|9076685
200458|20622096|3J'S HEALTHCARE GROUP LLC|10053106
200464|5314963|Sotera Health LLC|10029425
200481|20872610|PNT LLC dba FreeWheel|10053109
200483|20865618|J.T.W. Rescue-Stretcher|10053111
200486|20889112|Sewon Medix, Inc.|10053110
200495|2591794|COOPERVISION, INC.|9929062
200505|20889215|ELITE CREATIONS ( UK) LTD|10053116
200515|20865960|Neomed Co., Ltd.|10053119
200517|20889258|NINGBO HANDRESCUE IMP. & EXP. CO. LTD.|10053120
200520|20889263|Hengshui Runde Medical Instruments Co.,Ltd|10053121
200522|20888712|WENZHOU ZENGTAI OPTICAL FACTORY|10053123
200528|20889276|Delfin Technologies Ltd|10053125
200562|20889438|Ecotec Manufacturing|10053128
200566|20864618|Drake Plastics Medical Products Ltd Co|10053129
200581|20864076|Beijing ADSS Development Co., Ltd.|10053130
200583|20889551|Novodiax, Inc.|10053131
200585|20198154|Guangzhou Daming United Rubber Products Ltd.|10053132
200594|20870989|LG Electronics Inc Monitor Division.|10053135
200596|20889592|Dispomedicor Zrt.|10053136
200597|20889585|WENZHOU MIKE OPTICAL CO.,LTD|10053134
200601|20866379|Dia.Metra Srl|10053137
200608|20622137|Minghao Medical Products Co., Ltd.|10051677
200612|20889640|MECAPLAST SA|10053140
