0	1	2	3	4	5	6
ASTM	F2256-05 (Reapproved 2015)	8-115	Standard Test Method for Strength Properties of Tissue Adhesives in T-Peel by Tension Loading	2016-04-04	Materials	
ASTM	F2258-05 (Reapproved 2015)	8-116	Standard Test Method for Strength Properties of Tissue Adhesives in Tension	2016-04-04	Materials	
ASTM	D638-14	8-403	Standard Test Method for Tensile Properties of Plastics	2016-04-04	Materials	
ASTM	F1147-05 (Reapproved 2017)e1	8-113	Standard Test Method for Tension Testing of Calcium Phosphate and Metallic Coatings	2018-06-07	Materials	
ASTM	F2516-18	8-506	Standard Test Method for Tension Testing of Nickel-Titanium Superelastic Materials	2019-07-15	Materials	
ASTM	F2004-17	8-476	Standard Test Method for Transformation Temperature of Nickel-Titanium Alloys by Thermal Analysis	2018-09-17	Materials	
ASTM	F3109-16	8-441	Standard Test Method for Verification of Multi-Axis Force Measuring Platforms	2016-12-23	Materials	
ASTM	F2458-05 (Reapproved 2015)	8-136	Standard Test Method for Wound Closure Strength of Tissue Adhesives and Sealants	2016-04-04	Materials	
ASTM	D792-13	8-378	Standard Test Methods for Density and Specific Gravity (Relative Density) of Plastics by Displacement	2014-07-09	Materials	
ASTM	F640-12	8-418	Standard Test Methods for Determining Radiopacity for Medical Use	2016-04-04	Materials	
ASTM	F2214-16	8-451	Standard Test Methods for In Situ Determination of Network Parameters of Crosslinked Ultra High Molecular Weight Polyethylene (UHMWPE)	2017-08-21	Materials	
ASTM	F2819-10 (Reapproved 2015)	8-413	Standard Test Methods for Measurement of Straightness of Bar Rod Tubing and Wire to be used for Medical Devices	2016-04-04	Materials	
ISO	7153-1 Second edition 1991-04-01	8-344	Surgical instruments -- Metallic materials -- Part 1: Stainless steel [Including: Amendment 1 (1999)]	2014-01-30	Materials	
ASTM	F3044-14	8-417	Test Method for Standard Test Method for Evaluating the Potential for Galvanic Corrosion for Medical Implants	2016-04-04	Materials
ISO	/TS 21362 First edition 2018-06	18-16	Nanotechnologies - Analysis of nano-objects using asymmetrical-flow and centrifugal field-flow fractionation	2020-07-06	Nanotechnology	
ISO	/TS 18827 First edition 2017-06	18-13	Nanotechnologies - Electron spin resonance (ESR) as a method for measuring reactive oxygen species (ROS) generated by metal oxide nanomaterials	2019-07-15	Nanotechnology	
ISO	29701 First edition 2010-09-15	18-10	Nanotechnologies - Endotoxin test on nanomaterial samples for in vitro systems - Limulus amebocyte lysate (LAL) test.	2018-06-07	Nanotechnology	
ISO	/TR 13014 First edition 2012-05-15	18-9	Nanotechnologies - Guidance on physico-chemical characterization of engineered nanoscale materials for toxicologic assessment [Including CORRIGENDUM 1 (2012)].	2018-06-07	Nanotechnology	
ISO	21363 First edition 2020-06	18-17	Nanotechnologies - Measurements of particle size and shape distributions by transmission electron microscopy	2020-12-21	Nanotechnology	
ISO	/TR 11360 First edition 2010-07-15	18-14	Nanotechnologies - Methodology for the classification and categorization of nanomaterials	2019-07-15	Nanotechnology	
ISO	/TR 13121 First edition 2011-05-15	18-11	Nanotechnologies - Nanomaterial risk evaluation	2019-01-14	Nanotechnology	
ISO	TS 80004-6 First edition 2013-11-01	18-4	Nanotechnologies - Vocabulary - Part 6: Nano-object characterization	2015-08-14	Nanotechnology	
ISO	/TS 17200 First edition 2013-06-01	18-12	Nanotechnology - Nanoparticles in powder form - Characteristics and measurements	2019-01-14	Nanotechnology	
ASTM	E2535-07 (Reapproved 2018)	18-2	Standard Guide for Handling Unbound Engineered Nanoscale Particles in Occupational Settings	2019-01-14	Nanotechnology	
ASTM	E2865-12 (Reapproved 2018)	18-6	Standard Guide for Measurement of Electrophoretic Mobility and Zeta Potential of Nanosized Biological Materials	2019-01-14	Nanotechnology	
ASTM	E2834-12 (Reapproved 2018)	18-7	Standard Guide for Measurement of Particle Size Distribution of Nanomaterials in Suspension by Nanoparticle Tracking Analysis (NTA)	2019-01-14	Nanotechnology	
ASTM	E2490-09 (Reapproved 2015)	18-1	Standard Guide for Measurement of Particle Size Distribution of Nanomaterials in Suspension by Photon Correlation Spectroscopy (PCS)	2016-04-04	Nanotechnology	
ASTM	E2859-11 (Reapproved 2017)	18-5	Standard Guide for Size Measurement of Nanoparticles Using Atomic Force Microscopy	2019-01-14	Nanotechnology	
ASTM	E3025-16	18-15	Standard Guide for Tiered Approach to Detection and Characterization of Silver Nanomaterials in Textiles	2020-07-06	Nanotechnology	
ASTM	E2578-07 (Reapproved 2018)	18-8	Standard Practice for Calculation of Mean Sizes/Diameters and Standard Deviations of Particle Size Distributions	2019-01-14	Nanotechnology	
ASTM	E3247-20	18-18	Standard Test Method for Measuring the Size of Nanoparticles in Aqueous Media Using Dynamic Light Scattering	2020-12-21	Nanotechnology	
ISO	TS 14101 First edition 2012-11-01	18-3	Surface characterization of gold nanoparticles for nanomaterial specific toxicity screening: FT-IR method	2015-01-27	Nanotechnology
ISO	14708-3 Second edition 2017-04	17-15	Implants for surgery - Active implantable medical devices - Part 3: Implantable neurostimulators	2018-06-07	Neurology	
AAMI	NS28:1988/(R) 2015	17-1	Intracranial pressure monitoring devices	2018-06-07	Neurology	
IEC	60601-2-10 Edition 2.1 2016-04	17-16	Medical electrical equipment - Part 2-10: Particular requirements for the basic safety and essential performance of nerve and muscle stimulators	2018-06-07	Neurology	
ISO	7197 Third edition 2006-06-01	17-12	Neurosurgical Implants - Sterile single-use hydrocephalus shunts and components [Including: Technical Corrigendum 1 (2007)]	2014-01-30	Neurology	
IEEE	Std 2010-2012	17-13	Recommended Practice for Neurofeedback Systems	2015-01-27	Neurology	
ASTM	F647-94 (Reapproved 2014)	17-4	Standard Practice for Evaluating and Specifying Implantable Shunt Assemblies for Neurosurgical Application	2015-08-14	Neurology	
ASTM	F3395/F3395M-19	17-17	Standard Specification for Neurosurgical Head Holder Devices	2020-12-21	Neurology	
ANSI AAMI	NS4:2013(R)2017	17-14	Transcutaneous Electrical Nerve Stimulators	2019-01-14	Neurology
ISO	8638 Third edition 2010-07-01	9-89	Cadiovascular implants and extracorporeal blood circuit for hemodialyzers hemodialfilters and hemofilters	2014-01-30	ObGyn/Gastroenterology/Urology	
CEN	EN 1618:1997	9-113	Catheters other than intravascular catheters - Test methods for common properties	2016-04-04	ObGyn/Gastroenterology/Urology	
CIE ISO	11664-1:2019	9-124	Colorimetry - Part 1: CIE standard colorimetric observers	2020-07-06	ObGyn/Gastroenterology/Urology	
CIE ISO	11664-2 S 014-2/E First edition 2007-10-15 Corrected version 2008-11-01	9-125	Colorimetry - Part 2: CIE standard illuminants	2020-07-06	ObGyn/Gastroenterology/Urology	
CIE ISO	11664-3 First edition 2019-06	9-126	Colorimetry - Part 3: CIE tristimulus values	2020-07-06	ObGyn/Gastroenterology/Urology	
CIE ISO	11664-4 First edition 2019-06	9-127	Colorimetry - Part 4: CIE 1976 L*a*b* colour space	2020-07-06	ObGyn/Gastroenterology/Urology	
CIE ISO	11664-6 First edition 2014-02-01	9-128	Colorimetry - Part 6: CIEDE2000 colour-difference formula	2020-07-06	ObGyn/Gastroenterology/Urology	
ISO	13958 Third edition 2014-04-01	9-97	Concentrates for haemodialysis and related therapies	2015-08-14	ObGyn/Gastroenterology/Urology	
ISO	29943-1 First edition 2017-07.	9-115	Condoms -- Guidance on clinical studies -- Part 1: Male condoms clinical function studies based on self-reports	2018-06-07	ObGyn/Gastroenterology/Urology	
ISO	29943-2 First edition 2017-07	9-116	Condoms -- Guidance on clinical studies -- Part 2: Female condoms clinical function studies based on self-reports.	2018-06-07	ObGyn/Gastroenterology/Urology	
ISO	8600-4 Second Edition 2014-03-15	9-94	Endoscopes - Medical endoscopes and certain accessories - Part 4: Determination of maximum width of insertion portion	2014-07-09	ObGyn/Gastroenterology/Urology	
ISO	8600-6 Second edition 2020-09	9-130	Endoscopes - Medical endoscopes and endotherapy devices - Part 6: Vocabulary	2020-12-21	ObGyn/Gastroenterology/Urology	
ISO	8600-1 Fourth Edition 2015-10-15	9-110	Endoscopes - Medical endoscopes and endotherapy devices -- Part 1: General requirements	2016-04-04	ObGyn/Gastroenterology/Urology	
ISO	8600-3 Second edition 2019-08	9-123	Endoscopes - Medical endoscopes and endotherapy devices Part 3: Determination of field of view and direction of view of endoscopes with optics.	2019-12-23	ObGyn/Gastroenterology/Urology	
CEN	EN 1615:2000	9-95	Enteral Feeding Catheters and Enteral Giving Sets for Single Use and their Connectors-Design and Testing	2014-10-17	ObGyn/Gastroenterology/Urology	
ANSI AAMI	ID54:1996/(R)2012	9-31	Enteral feeding set adapters and connectors	2013-08-06	ObGyn/Gastroenterology/Urology	
ISO	8637-1 First edition 2017-11	9-118	Extracorporeal systems for blood purification -- Part 1: Haemodialysers haemodiafilters haemofilters and haemoconcentrators	2018-09-17	ObGyn/Gastroenterology/Urology	
ISO	25841 Third edition 2017-08	9-122	Female condoms -- Requirements and test methods	2019-01-14	ObGyn/Gastroenterology/Urology	
ISO	23500 Second edition 2014-04-01	9-99	Guidance for the preparation and quality management of fluids for haemodialysis and related therapies	2015-08-14	ObGyn/Gastroenterology/Urology	
ISO	16038 Second edition 2017-11	9-117	Male condoms - Guidance on the use of ISO 4074 and ISO 23409 in the quality management of condoms	2018-09-17	ObGyn/Gastroenterology/Urology	
ISO	23409 First edition 2011-02-15	9-68	Male Condoms - Requirements and test methods for condoms made from synthetic materials	2019-01-14	ObGyn/Gastroenterology/Urology	
ISO	8009 Second edition 2014-11-15	9-108	Mechanical contraceptives - Reusable natural and silicone rubber contraceptive diaphragms - Requirements and tests	2015-08-14	ObGyn/Gastroenterology/Urology	
IEC	60601-2-16 Edition 5.0 2018-4	9-121	Medical electrical equipment - Part 2-16: Particular requirements for the basic safety and essential performance of haemodialysis haemodiafiltration and haemonfiltration equipment	2019-01-14	ObGyn/Gastroenterology/Urology	
IEC	60601-2-18: Edition 3.0 2009-08	9-114	Medical electrical equipment - Part 2-18: Particular requirements for the basic safety and essential performance of endoscopic equipment	2018-06-07	ObGyn/Gastroenterology/Urology	
IEC	60601-2-36 Edition 2.0 2014-04	9-119	Medical electrical equipment - Part 2-36: Particular requirements for the safety of equipment for extracorporeally induced lithotripsy	2018-09-17	ObGyn/Gastroenterology/Urology	
CIE ISO	61966-2-1 First edition 1999-10	9-129	Multimedia systems and equipment - Colour measurement and management - Part 2-1: Colour management - Default RGB colour space - sRGB [Including: Amendment 1 (2003) and Corrigendum 1 (2014)]	2020-07-06	ObGyn/Gastroenterology/Urology	
ISO	4074 Third edition 2015-10-15	9-111	Natural latex rubber condoms - Requirements and test methods	2019-01-14	ObGyn/Gastroenterology/Urology	
ISO	8600-5 First edition 2005-03-15	9-39	Optics and photonics - Medical endoscopes and endotherapy devices - Part 5: Determination of optical resolution of rigid endoscopes with optics	2013-01-15	ObGyn/Gastroenterology/Urology	
ISO	8600-6 First edition 2005-03-15	9-40	Optics and photonics - Medical endoscopes and endotherapy devices - Part 6: Vocabulary	2013-01-15	ObGyn/Gastroenterology/Urology	
ISO	29942 First edition 2011-07-01	9-88	Prophylatic dams -- Requirements and test methods	2014-01-30	ObGyn/Gastroenterology/Urology	
ISO	11663 Second edition 2014-04-01	9-100	Quality of dialysis fluid for haemodialysis and related therapies	2015-08-14	ObGyn/Gastroenterology/Urology	
ISO	16037 First edition 2002-05-15 (Amendment 1 2011-02-15)	9-86	Rubber condoms for clinical trials - Measurement of physical properties [Including: Amendment (2011)]	2014-01-30	ObGyn/Gastroenterology/Urology	
ASTM	F623 -99 (Reapproved 2013)	9-44	Standard Performance Specification for Foley Catheter	2014-07-09	ObGyn/Gastroenterology/Urology	
ASTM	F1992 -99 (Reapproved 2007)	9-53	Standard Practice for Reprocessing of Reusable Heat-Stable Endoscopic Accessory Instruments (EAI) Used with Flexible Endoscopes	2012-03-16	ObGyn/Gastroenterology/Urology	
ASTM	D6976-13R18	9-85	Standard Specification for Rubber Contraceptives - Vaginal Diaphragms	2014-01-30	ObGyn/Gastroenterology/Urology	
ASTM	D3492-16	9-120	Standard Specification for Rubber Contraceptives (Male Condoms)	2018-09-17	ObGyn/Gastroenterology/Urology	
ASTM	D7661-10 (Reapproved 2017)	9-67	Standard Test Method for Determining Compatibility of Personal Lubricants with Natural Rubber Latex Condoms	2018-09-17	ObGyn/Gastroenterology/Urology	
ASTM	F2528-06 (Reapproved 2014)	9-45	Standard Test Methods for Enteral Feeding Devices with a Retention Balloon	2015-01-27	ObGyn/Gastroenterology/Urology	
IEC	61846 First edition 1998-04	9-7	Ultrasonics - Pressure pulse lithotripters - Characteristics of fields	2008-09-09	ObGyn/Gastroenterology/Urology	
ISO	13959 Third edition 2014-04-01	9-98	Water for haemodialysis and related therapies	2015-08-14	ObGyn/Gastroenterology/Urology	
ISO	26722 Second edition 2014-04-01	9-101	Water treatment equipment for hemodialysis applications and related therapies	2015-08-14	ObGyn/Gastroenterology/Urology
ANSI	Z80.7-2013 (R2018)	10-89	American National Standard for Ophthalmic Optics - Intraocular Lenses	2019-07-15	Ophthalmic	
ANSI	Z80.29-2015	10-115	American National Standard for Ophthalmics - Accomodative Intraocular Lenses	2019-01-14	Ophthalmic	
ANSI	Z80.18-2016	10-103	American National Standard for Ophthalmics - Contact Lens Care Products - Vocabulary Performance Specifications and Test Methodology	2017-08-21	Ophthalmic	
ANSI	Z80.20-2016	10-104	American National Standard for Ophthalmics - Contact Lenses - Standard Terminology Tolerances Measurements and Physicochemical Properties	2017-08-21	Ophthalmic	
ANSI	Z80.35-2018	10-116	American National Standard for Ophthalmics - Extended Depth of Focus Intraocular Lenses	2019-07-15	Ophthalmic	
ANSI	Z80.27-2014	10-93	American National Standard for Ophthalmics - Implantable Glaucoma Devices	2019-01-14	Ophthalmic	
ANSI	Z80.21-2010 (R2015)	10-73	American National Standard for Ophthalmics - Instruments - General-Purpose Clinical Visual Acuity Charts	2016-04-04	Ophthalmic	
ANSI	Z80.11-2012 (R2017)	10-84	American National Standard for Ophthalmics - Laser Systems for Corneal Reshaping	2018-09-17	Ophthalmic	
ANSI	Z80.38-2017	10-118	American National Standard for Ophthalmics - Light Hazard from Operation Microscopes Used in Ocular Surgery	2019-07-15	Ophthalmic	
ANSI	Z80.36-2016	10-102	American National Standard for Ophthalmics - Light Hazard Protection for Ophthalmic Instruments	2016-09-21	Ophthalmic	
ANSI	Z80.28-2017	10-114	American National Standard for Ophthalmics - Methods of Reporting Optical Aberrations of Eyes	2019-01-14	Ophthalmic	
ANSI	Z80.12-2007 (R2017)	10-56	American National Standard for Ophthalmics - Multifocal Intraocular Lenses	2018-09-17	Ophthalmic	
ANSI	Z80.10-2014	10-96	American National Standard for Ophthalmics - Ophthalmic Instruments - Tonometers	2015-08-14	Ophthalmic	
ANSI	Z80.13-2007 (R2017)	10-57	American National Standard for Ophthalmics - Phakic Intraocular Lenses	2018-09-17	Ophthalmic	
ANSI	Z80.37-2017	10-117	American National Standard for Ophthalmics - Slit-Lamp Microscopes	2019-07-15	Ophthalmic	
ANSI	Z80.30-2018	10-113	American National Standard for Ophthalmics - Toric Intraocular Lenses	2018-09-17	Ophthalmic	
ISO	4311 First edition 1979-06-01	10-99	Anionic and non-ionic surface active agents - Determination of critical micellization concentration - Method by measuring surface tension with a plate stirrup or ring	2015-08-14	Ophthalmic	
ISO	TR 22979 Second Edition 2017-05	10-120	Ophthalmic implants - Intraocular Lenses - Guidance on assessment of the need for clinical investigation of intraocular lens design modifications	2020-12-21	Ophthalmic	
ISO	TR 22979 First edition 2006-02-01	10-63	Ophthalmic implants - Intraocular lenses - Guidance on assessment of the need for clinical investigation of intraocular lens design modifications	2011-03-18	Ophthalmic	
ISO	11979-1 Third edition 2012-09-15	10-79	Ophthalmic implants - Intraocular lenses - Part 1: Vocabulary	2013-08-06	Ophthalmic	
ISO	11979-10 First edition 2006-08-15	10-91	Ophthalmic implants - Intraocular lenses - Part 10: Phakic intraocular lenses [Including: Amendment 1 (2014)]	2015-01-27	Ophthalmic	
ISO	11979-2 Second edition 2014-08-15	10-98	Ophthalmic implants - Intraocular lenses - Part 2: Optical properties and test methods	2015-08-14	Ophthalmic	
ISO	11979-3 Third edition 2012-12-01	10-78	Ophthalmic implants - Intraocular lenses - Part 3: Mechanical properties and test methods	2013-08-06	Ophthalmic	
ISO	11979-5 Third edition 2020-09	10-119	Ophthalmic implants - Intraocular Lenses - Part 5: Biocompatibility	2020-12-21	Ophthalmic	
ISO	11979-5 Second edition 2006-06-01	10-48	Ophthalmic implants - Intraocular lenses - Part 5: Biocompatibility egg	2007-09-12	Ophthalmic	
ISO	11979-6 Third edition 2014-10-01	10-95	Ophthalmic implants - Intraocular lenses - Part 6: Shelf-life and transport stability testing	2015-08-14	Ophthalmic	
ISO	11979-7 Second edition 2006-05-01	10-81	Ophthalmic implants - Intraocular lenses - Part 7: Clinical investigations [Including: Amendment 1 (2012)]	2014-01-30	Ophthalmic	
ISO	11979-8 Third edition 2017-04	10-105	Ophthalmic implants - Intraocular lenses - Part 8: Fundamental requirements	2018-06-07	Ophthalmic	
ISO	11979-9 First edition 2006-09-01	10-90	Ophthalmic implants - Intraocular lenses - Part 9: Multifocal intraocular lenses [Including: Amendment 1 (2014)]	2015-01-27	Ophthalmic	
ISO	16672 Third edition 2020-06	10-121	Ophthalmic implants - Ocular endotamponades	2020-12-21	Ophthalmic	
ISO	15798 Third edition 2013-09-15 15 [including AMENDMENT 1 (2017-05)]	10-110	Ophthalmic implants - Ophthalmic viscosurgical devices	2018-06-07	Ophthalmic	
ISO	10942 Second edition 2006-06-01	10-37	Ophthalmic instruments - Direct ophthalmoscopes	2007-12-19	Ophthalmic	
ISO	15752 Second edition 2010-01-15	10-65	Ophthalmic instruments - Endoilluminators - Fundamental requirements and test methods for optical radiation safety	2011-08-02	Ophthalmic	
ISO	15004-1 First edition 2006-06-01	10-72	Ophthalmic instruments - Fundamental requirements and test methods - Part 1: General requirements applicable to all ophthalmic instruments	2012-03-16	Ophthalmic	
ISO	10940 Second edition 2009-08-01	10-74	Ophthalmic instruments - Fundus cameras	2019-01-14	Ophthalmic	
ISO	10943 Third edition 2011-08-15	10-70	Ophthalmic instruments - Indirect ophthalmoscopes	2012-03-16	Ophthalmic	
ISO	12865 Second edition 2006-07-01	10-39	Ophthalmic instruments - Retinoscopes	2007-12-19	Ophthalmic	
ISO	10939 Second edition 2007-02-01	10-35	Ophthalmic instruments - Slit-lamp microscopes	2007-12-19	Ophthalmic	
ISO	14730 Second edition 2014-10-01	10-94	Ophthalmic optics - Contact lens care products - Antimicrobial preservative efficacy testing and guidance on determining discard date	2015-08-14	Ophthalmic	
ISO	13212 Third edition 2014-09-01	10-97	Ophthalmic optics - Contact lens care products - Guidelines for determination of shelf-life	2015-08-14	Ophthalmic	
ISO	18259 First Edition 2014-10-01	10-100	Ophthalmic optics - Contact lens care products - Method to assess contact lens care products with contact lenses in a lens case challenged with bacterial and fungal organisms	2016-04-04	Ophthalmic	
ISO	14729 First edition 2001-04-15	10-86	Ophthalmic optics - Contact lens care products - Microbiological requirements and test methods for products and regimens for hygienic management of contact lenses [Including: Amendment 1 (2010]	2019-01-14	Ophthalmic	
ISO	18369-1 Second edition 2017-08	10-109	Ophthalmic optics - Contact lenses - Part 1: Vocabulary classification system and recommendations for labelling specifications	2018-06-07	Ophthalmic	
ISO	18369-2 Third edition 2017-08	10-108	Ophthalmic optics - Contact lenses - Part 2: Tolerances	2019-01-14	Ophthalmic	
ISO	18369-3 Second edition 2017-08	10-106	Ophthalmic optics - Contact lenses - Part 3: Measurement Methods	2018-06-07	Ophthalmic	
ISO	18369-4 Second edition 2017-08	10-107	Ophthalmic optics - Contact lenses - Part 4: Physicochemical properties of contact lens materials	2018-06-07	Ophthalmic	
ISO	18189 First edition 2016-06-01	10-101	Ophthalmic optics - Contact lenses and contact lens care products - Cytotoxicity testing of contact lenses in combination with lens care solution to evaluate lens/solution interactions	2016-09-21	Ophthalmic	
ISO	9394 Third edition 2012-10-01	10-77	Ophthalmic optics - Contact lenses and contact lens care products - Determination of biocompatibility by ocular study with rabbit eyes	2013-08-06	Ophthalmic	
ISO	11981 Third edition 2017-11	10-111	Ophthalmic optics - Contact lenses and contact lens care products - Determination of physical compatibility of contact lens care products with contact lenses	2018-09-17	Ophthalmic	
ISO	11986 Third edition 2017-11	10-112	Ophthalmic optics - Contact lenses and contact lens care products - Determination of preservative uptake and release	2018-09-17	Ophthalmic	
ISO	11980 Third edition 2012-11-15 Corrected version 2012-12-01	10-85	Ophthalmic optics - Contact lenses and contact lens care products - Guidance for clinical investigations	2019-01-14	Ophthalmic	
ISO	10936-2 Second edition 2010-01-15	10-66	Optics and photonics - Operation microscopes - Part 2: Light hazard from operation microscopes used in ocular surgery	2011-08-02	Ophthalmic	
ASTM	D790-10	10-88	Standard Test Methods for Flexure Properties of Unreinforced Plastics and Electrical Insulating Materials	2014-01-30	Ophthalmic	
ASTM	D882-12	10-87	Standard Test Methods for Tensile Properties of Thin Plastic Sheeting	2014-01-30	Ophthalmic
ASTM	F2979-14	11-286	Guide for Characterization of Wear from the Articulating Surfaces in Retrieved Metal-on-Metal and other Hard-on-Hard Hip Prostheses	2015-01-27	Orthopedic	
ASTM	F2978-13	11-285	Guide to Optimize Scan Sequences for Clinical Diagnostic Evaluation of Metal-on-Metal Hip Arthroplasty Devices using Magnetic Resonance Imaging	2015-01-27	Orthopedic	
ISO	19227 First edition 2018-03	11-348	Implants for surgery - Cleanliness of orthopedic implants - General requirements	2019-01-14	Orthopedic	
ISO	7207-1 Third edition 2007-02-01	11-232	Implants for surgery - Components for partial and total knee joint prostheses - Part 1: Classification definitions and designation of dimensions	2014-01-30	Orthopedic	
ISO	7207-2 Second edition 2011-07-01	11-374	Implants for surgery - Components for partial and total knee joint prostheses - Part 2: Articulating surfaces made of metal ceramic and plastics materials [Including AMENDMENT 1 (2016) and AMENDMENT 2 (2020)]	2020-12-21	Orthopedic	
ISO	7207-2 Second edition 2011-07-01	11-313	Implants for surgery - Components for partial and total knee joint prostheses - Part 2: Articulating surfaces made of metal ceramic and plastics materials [Including AMENDMENT 1 (2016)]	2016-12-23	Orthopedic	
ISO	11491 First edition 2017-07	11-338	Implants for surgery - Determination of impact resistance of ceramic femoral heads for hip joint prostheses	2018-09-17	Orthopedic	
ISO	15142-1 First edition 2003-08-01	11-355	Implants for surgery - Metal intramedullary nailing systems - Part 1: Intramedullary nails	2019-07-15	Orthopedic	
ISO	15142-2 First edition 2003-08-01	11-356	Implants for surgery - Metal intramedullary nailing systems - Part 2: Locking components	2019-07-15	Orthopedic	
ISO	15142-3 First edition 2003-08-01	11-357	Implants for surgery - Metal intramedullary nailing systems - Part 3: Connection devices and reamer diameter instruments	2019-07-15	Orthopedic	
ISO	7206-12 First edition 2016-10-01	11-319	Implants for surgery - Partial and total hip joint prostheses - Part 12: Deformation test method for acetabular shells	2016-12-23	Orthopedic	
ISO	7206-13 First edition 2016-07-01	11-320	Implants for surgery - Partial and total hip joint prostheses - Part 13: Determination of resistance to torque of head fixation of stemmed femoral components	2016-12-23	Orthopedic	
ISO	7206-2 Third edition 2011-04-01 AMENDMENT 1 2016-09-15	11-339	Implants for surgery - Partial and total hip joint prostheses - Part 2: Articulating surfaces made of metallic ceramic and plastics materials [Including AMENDMENT1 (2016) ]	2018-09-17	Orthopedic	
ISO	7206-4 Third edition 2010-06-15	11-312	Implants for surgery - Partial and total hip joint prostheses - Part 4: Determination of endurance properties and performance of stemmed femoral components [Including AMENDMENT 1 (2016)]	2016-12-23	Orthopedic	
ISO	7206-6 Second edition 2013-11-15	11-277	Implants for surgery - Partial and total hip joint prostheses - Part 6: Determination of endurance properties of head and neck region of stemmed femoral components	2014-07-09	Orthopedic	
ISO	7206-10 Second edition 2018-08	11-359	Implants for surgery - Partial and total hip-joint prostheses - Part 10: Determination of resistance to static load of modular femoral heads	2019-07-15	Orthopedic	
ISO	16087 First edition 2013-10-01	11-337	Implants for surgery - Roentgen stereophotogrammetric analysis for the assessment of migration of orthopaedic implants	2018-09-17	Orthopedic	
ISO	8827 First edition 1988-10-15	11-184	Implants for surgery - Staples with parallel legs for orthopaedic use - General requirements	2019-01-14	Orthopedic	
ISO	14879-1 Second edition 2020-07	11-370	Implants for surgery - Total knee-joint prostheses - Part 1: Determination of endurance properties of knee tibial trays	2020-12-21	Orthopedic	
ISO	14879-1 First edition 2000-06-01	11-191	Implants for surgery - Total knee-joint prostheses - Part 1: Determination of endurance properties of knee tibial trays	2014-01-30	Orthopedic	
ISO	22622 First edition 2019-07	11-362	Implants for surgery - Wear of total ankle-joint prostheses - Loading and displacement parameters for wear-testing machines with load or displacement control and corresponding environmental conditions for test	2019-12-23	Orthopedic	
ISO	14242-4 First edition 2018-05	11-358	Implants for surgery - Wear of total hip-joint prostheses - Part 4: Testing hip prostheses under variations in component positioning which results in direct edge loading	2019-07-15	Orthopedic	
ISO	14242-1 Third edition 2014-10-15	11-352	Implants for surgery - Wear of total hip-joint prostheses - Part 1: Loading and displacement parameters for wear-testing machines and corresponding environmental conditions for test [Including AMENDMENT 1 (2018)]	2019-07-15	Orthopedic	
ISO	14242-2 Second edition 2016-09-15	11-314	Implants for surgery - Wear of total hip-joint prostheses - Part 2: Methods of measurement	2016-12-23	Orthopedic	
ISO	14242-3 First edition 2009-03-15	11-349	Implants for surgery - Wear of total hip-joint prostheses - Part 3: Loading and displacement parameters for orbital bearing type wear testing machines and corresponding environmental conditions for test [Including AMENDMENT 1 (2019)]	2019-07-15	Orthopedic	
ISO	18192-1 Second edition 2011-03-01	11-351	Implants for surgery - Wear of total intervertebral spinal disc prostheses - Part 1: Loading and displacement parameters for wear testing and corresponding environmental conditions for test [Including AMENDMENT 1 (2018)]	2019-07-15	Orthopedic	
ISO	18192-2 First edition 2010-06-15	11-274	Implants for surgery - Wear of total intervertebral spinal disc prostheses - Part 2: Nucleus replacements	2014-01-30	Orthopedic	
ISO	18192-3 First edition 2017-06	11-353	Implants for surgery - Wear of total intervertebral spinal disc prostheses - Part 3: Impingement-wear testing and corresponding environmental conditions for test of lumbar prostheses under adverse kinematic conditions	2019-07-15	Orthopedic	
ISO	14243-5 First edition 2019-05	11-361	Implants for surgery - Wear of total knee prostheses - Part 5: Durability performance of the patellofemoral joint	2019-12-23	Orthopedic	
ISO	14243-1 Second edition 2009-11-15	11-222	Implants for surgery - Wear of total knee-joint prostheses - Part 1: Loading and displacement parameters for wear-testing machines with load control and corresponding environmental conditions for test	2014-01-30	Orthopedic	
ISO	14243-1 Second edition 2009-11-15	11-364	Implants for surgery - Wear of total knee-joint prostheses - Part 1: Loading and displacement parameters for wear-testing machines with load control and corresponding environmental conditions for test [Including AMENDMENT1 (2020)]	2020-07-06	Orthopedic	
ISO	14243-2 Third edition 2016-09-01	11-311	Implants for surgery - Wear of total knee-joint prostheses - Part 2: Methods of measurement	2016-12-23	Orthopedic	
ISO	14243-3 Second edition 2014-11-01	11-292	Implants for surgery - Wear of total knee-joint prostheses - Part 3: Loading and displacement parameters for wear-testing machines with displacement control and corresponding environmental conditions for test	2015-08-14	Orthopedic	
ISO	14243-3 Second edition 2014-11-01	11-367	Implants for surgery - Wear of total knee-joint prostheses - Part 3: Loading and displacement parameters for wear-testing machines with displacement control and corresponding environmental conditions for test [Including AMENDMENT1 (2020)]	2020-07-06	Orthopedic	
ISO	8828 Second edition 2014-11-15	11-290	Implants for surgery -- Guidance on care and handling of orthopaedic implants	2015-08-14	Orthopedic	
ISO	5838-1 Third edition 2013-03-01	11-252	Implants for surgery -- Metallic skeletal pins and wires -- Part 1: General requirements	2013-08-06	Orthopedic	
ISO	5838-2 First edition 1991-01-15	11-74	Implants for surgery -- Skeletal pins and wires -- Part 2: Steinmann skeletal pins -- Dimensions	2014-01-30	Orthopedic	
