KNUMBER|APPLICANT|CONTACT|STREET1|STREET2|CITY|STATE|COUNTRY_CODE|ZIP|POSTAL_CODE|DATERECEIVED|DECISIONDATE|DECISION|REVIEWADVISECOMM|PRODUCTCODE|STATEORSUMM|CLASSADVISECOMM|SSPINDICATOR|TYPE|THIRDPARTY|EXPEDITEDREVIEW|DEVICENAME
K202350|Shantou Institute of Ultrasonic Instruments Co., Ltd. (SIUI)|Flower  Cai|77 Jinsha Road||Shantou||CN|515041|515041|08/18/2020|01/06/2021|SESE|RA|IZL|Summary|RA||Traditional|N||SR-1000 Portable DR Imaging System, SR-1000S Portable DR Imaging System
K202353|Shantou Institute of Ultrasonic Instruments Co., Ltd. (SIUI)|Flower  Cai|77 Jinsha Road||Shantou||CN|515041|515041|08/18/2020|12/23/2020|SESE|RA|IZL|Summary|RA||Traditional|N||SR-2300 Portable DR Imaging System, SR-2300S Portable DR Imaging System
K202361|Ward Photonics LLC|Terry  Ward|1980 N Atlantic Avenue||Cocoa Beach|FL|US|32931|32931|08/19/2020|12/18/2020|SESE|SU|OLI|Summary|SU||Traditional|N||UltraSlim Digital, UltraSmooth Digital
K202363|Orthocon, Inc.|Howard  Schrayer|1 Bridge Street, Suite 121||Irvington|NY|US|10533|10533|08/19/2020|01/19/2021|SESE|SU|MTJ|Summary|||Traditional|N||HBP7 Settable Hemostatic Bone Putty
K202372|Conmo Electronic Company Limited|Alice  Qi|Room 1402, Building No.10,Shenzhen Biomedicine Innovations|Industrial Park, Jinhui Road No.14,Kengzi Street, Pingshan D|Shenzhen City||CN|518126|518126|08/19/2020|12/30/2020|SESE|CV|DXN|Summary|CV||Traditional|N||Upper Arm Electronic Blood Pressure Monitor
K202377|Hi-Care Thai Gloves Co. Ltd.|Daniel  John|199Moo.11, T. Banpru||Hat Yai||TH|90250|90250|08/20/2020|12/01/2020|SESE|HO|LYY|Summary|HO||Abbreviated|N||Palm Care Latex Examination Powder Free Gloves
K202384|Hi-Care Thai Gloves Co. Ltd.|Daniel  John|199Moo.11, T.Banpru||Hat Yai||TH|90250|90250|08/20/2020|12/02/2020|SESE|HO|LZA|Summary|HO||Abbreviated|N||Palm Care Blue Nitrile Examination Gloves Powder Free
K202388|VMI Tecnologias LTDA|Siele  Santos|Rua Prefeito Elizeu Alves Da Silva, 400  Dist. Ind. Genesco||Aparecido De Oliveira, Lagoa Santa||BR|33400000|33400000|08/21/2020|12/01/2020|SESE|RA|KPR|Summary|RA||Abbreviated|N||Apolo D / Apolo S
K202391|Aesculap, Inc.|Kathy A. Racosky|3773 Corporate Parkway||Center Valley|PA|US|18034|18034|08/21/2020|01/21/2021|SESE|NE|IZI|Summary|RA||Traditional|N||DIR 800
K202405|Shenzhen Mindray Bio-medical Electronics Co., LTD.|Yanhong  Bai|Mindray Building, Keji 12th Road South, Hi-tech|Industrial Park, Nanshan|Shenzhen||CN|518057|518057|08/21/2020|01/07/2021|SESE|CV|MHX|Summary|CV||Traditional|N||BeneVision N12, BeneVision N15, BeneVision N17, BeneVision N19, BeneVision N22, BeneVision N1
K202408|Roche Molecular Systems, Inc.|Aradhana  Karthikeyan|4300 Hacienda Drive||Pleasanton|CA|US|94588-2722|94588-2722|08/21/2020|01/21/2021|SESE|MI|QEP|Summary|MI||Traditional|N||cobas CTNG for use on cobas 6800/8800 systems
K202412|Accuray Incorporated|Keith  Picker|1240 Deming Way||Madison|WI|US|53717|53717|08/24/2020|12/18/2020|SESE|RA|IYE|Summary|RA||Traditional|N||ClearRT Helical kVCT for the Radixact Treatment Delivery System
K202414|Hyperfine Research, Inc|Robert  Fasciano|530 Old Whitfield St.||Guilford|CT|US|06437|06437|08/24/2020|01/07/2021|SESE|RA|LLZ|Summary|RA||Traditional|N||BrainInsight
K202415|ShenB Co Ltd|Oskar  Lee|ShenB Bldg 148 Seongsui-ro||Seoul||KR|04796|04796|08/24/2020|01/22/2021|SESE|SU|GEI|Summary|SU||Traditional|N||VirtueRF
K202418|InnoBioSurg Co., Ltd.|Sun-Mi  Park|44-19, Techno 10-ro, Yuseong-gu||Daejeon||KR|34027|34027|08/24/2020|12/03/2020|SESE|DE|NHA|Summary|DE||Special|N||Magic UCLA Abutment System
K202431|ControlRad, Inc|Chris  Fair|275 Scientific Drive NW #1100||Norcross|GA|US|30092|30092|08/25/2020|12/23/2020|SESE|RA|OWB|Summary|RA||Traditional|N||ControlRad Select Model Z
K202452|Nobel Biocare AB|Bernice  Jim|Vastra Hamngatan 1||Goteborg Gotlands Lan||SE|411 17|411 17|08/27/2020|12/03/2020|SESE|DE|NHA|Summary|DE||Traditional|N||NobelProcera Zirconia Implant Bridge
K202454|TechMah Medical LLC|Mohamed R. Mahfouz|2099 Thunderhead Rd., Suite 302||Knoxville|TN|US|37922|37922|08/27/2020|12/28/2020|SESE|OR|QHE|Summary|OR||Traditional|N||Smart SPACE Shoulder System
K202455|Supersonic Imagine|Jacques  Souquet|Les Jardins de la Duranne - Bat E&F - 510 rue Rene Descartes||Aix-en-Provence||FR|13857|13857|08/27/2020|12/29/2020|SESE|RA|IYN|Summary|RA||Special|N||Aixplorer®MACH20, Aixplorer®MACH30, Supersonic MACH40, Supersonic MACH30 & Supersoinc MACH20 Ultrasonic Diagnostic Systems
K202456|Global Instrumentation LLC|Jason  DeMaso|8104 Cazenovia Road||Manlius|NY|US|13104|13104|08/27/2020|12/29/2020|SESE|CV|DSH|Summary|CV||Abbreviated|Y||M5 Recorder
K202467|Fengh Medical Co., Ltd.|Jiao  Liu|D3 No. 6 Dongsheng West Road,|Jiangyin National High-tech Zone|Jiangyin||CN|214437|214437|08/27/2020|12/14/2020|SESE|SU|GDW|Summary|SU||Special|N||Disposable Powered Articulating Endoscopic Linear Cutter Stapler & Reloads
K202471|PECA Labs|Doug  Bernstein|4424 Penn Ave, Suite 201||Pittsburgh|PA|US|15224|15224|08/28/2020|12/11/2020|SESE|CV|DSY|Summary|CV||Traditional|N||exGraft ePTFE Vascular Graft, exGraft Carbon ePTFE Vascular Graft
K202485|ImPACT Applications, Inc.|Michael  Zagorski|2140 Norcor Ave., Suite 115||Coralville|IA|US|52241|52241|08/31/2020|12/25/2020|SESE|NE|POM|Summary|NE||Traditional|N||ImPACT Version 4
K202487|Zebra Medical Vision Ltd.|Flair  Bar|Shefayim Commercial Center|PO Box 25|Shefayim||IL|6099000|6099000|08/31/2020|12/04/2020|SESE|RA|LLZ|Summary|RA||Traditional|N||HealthJOINT
K202488|ZSFab Inc.|Kai  Xu|705 Cambridge Street STE 1||Cambridge|MA|US|02141|02141|08/31/2020|01/07/2021|SESE|OR|ODP|Summary|OR||Traditional|N||ZSFab Cervical Interbody System
K202491|Jiangsu NewValue Medical Products Co., Ltd.|Zhou  Zhengguo|Building G35, No. I Avenue, China Medical City||Taizhou||CN|225300|225300|08/31/2020|01/06/2021|SESE|HO|FXX|Summary|SU||Traditional|N||Disposable Surgical Face Mask
K202495|Astura Medical, LLC|Parker  Kelch|4949 W Royal Ln||Irving|TX|US|75063|75063|08/31/2020|01/06/2021|SESE|OR|MAX|Summary|OR||Traditional|N||SIRION Lateral Lumbar Interbody Fusion
K202505|GetSet Surgical, SA|Ole  Stoklund|Route de la Corniche 4||Epalinges||CH|1066|1066|08/31/2020|01/11/2021|SESE|OR|NKB|Summary|OR||Traditional|N||GetSet Surgical GoPLF! Posterior Lateral Fusion System
K202507|Covidien|Leo  Chen|Rooms 501, 502, 601, 602 No.3 building|No.2388, Chen Hang Road|Min Hang District, Shanghai||CN|201114|201114|08/31/2020|01/21/2021|SESE|SU|GDW|Summary|SU||Traditional|N||EEA Circular Stapler with Tri-Staple Technology
K202526|NeuroLogica Corporation, a subsidiary of Samsung Electronics|Ninad  Gujar|14 Electronics Avenue||Danvers|MA|US|01923|01923|09/01/2020|12/23/2020|SESE|RA|JAK|Summary|RA||Traditional|N||OmniTom Elite
K202544|Instylla, Inc.|Jennifer  Greer|201 Burlington Rd, North Building||Bedford|MA|US|01730|01730|09/02/2020|01/07/2021|SESE|HO|FMF|Summary|HO||Special|N||Instylla Delivery Kit
K202560|GA Health Company Limited|Cindy  Ye|Unit 18, 21/F, Metropole Square, 2 On Yiu Street, Shatin||Hong Kong||CN|||09/04/2020|12/10/2020|SESE|GU|OCX|Summary|GU||Traditional|N||AquaPulse Irrigation Tubing
K202565|Serim Research Corporation|Jackie  Nelson|3506 Reedy Drive||Elkhart|IN|US|46514|46514|09/04/2020|12/02/2020|SESE|HO|JOJ|Summary|HO||Traditional|N||WAVICIDE-OPA MEC Indicator
K202575|ClearPoint Neuro, Inc.|Pete  Piferi|5 Musick||Irvine|CA|US|92618|92618|09/04/2020|01/22/2021|SESE|NE|HAW|Summary|NE||Traditional|N||ClearPoint Array System
K202577|Jiangmen Sure&Me Medical Product CO., LTD|Liang  Meixia|Jingshuiwan, Chakeng Village Committee, Huicheng Town,|Xinhui District|Jiangmen||CN|529000|529000|09/08/2020|01/11/2021|SESE|HO|FXX|Summary|SU||Traditional|N||Medical Surgical Mask-Model MP002-5, MP002-6
K202588|elminda, Ltd|Keren  Elghouzzi-Kazachinsky|1 Arie Skenkar Street||Herzliya||IL|4672501|4672501|09/08/2020|12/07/2020|SESE|NE|OLU|Summary|NE||Traditional|N||BNA Platform
K202594|Shandong T&F Nonwoven Co., LTD|Minsheng  Zhao|South of Shuangyong Road, Chengyang District||Qingdao||CN|266100|266100|09/08/2020|01/06/2021|SESE|HO|FXX|Summary|SU||Traditional|N||Medical Surgical Masks-Non Sterile
K202595|Premier Guard USA LLC|Howard  Sherman|406 Briarwood Drive|Suite 400|Jackson|MS|US|39206|39206|09/08/2020|01/21/2021|SESE|HO|FXX|Summary|SU||Traditional|N||Premier Guard USA 3 Layer Ear Loop ASTM Level 3 Surgical Face Mask
K202599|Guangdong Transtek Medical Electronics Co., Ltd.|Nicole  Hu|Zone B, No.105, Dongli Road, Torch Development District||Zhongshan||CN|528437|528437|09/08/2020|12/06/2020|SESE|CV|DXN|Summary|CV||Traditional|N||Transtek Wrist Blood Pressure Monitor
K202601|Realton (Suzhou) Medical Technology Co., Ltd|Mingzhu  Liu|601 Room, B8 Building, 218 Xinghu Road,|Suzhou Industrial Park|Suzhou||CN|215123|215123|09/08/2020|12/15/2020|SESE|SU|GEX|Summary|SU||Traditional|N||Single-use Sterile medical laser fiber
K202610|Merit Medical Systems, Inc.|Elizabeth  Lazaro|1600 West Merit Parkway||South Jordan|UT|US|84095|84095|09/09/2020|12/14/2020|SESE|CV|DQY|Summary|CV||Traditional|N||Ventrax Delivery System
K202615|Changzhou Combat Protective Equipment Co., Ltd.|Yanmei  Song|QingSiTang village, Henglin Town, Wujin District||Changzhou||CN|213101|213101|09/09/2020|12/31/2020|SESE|HO|FXX|Summary|SU||Traditional|N||Nordiwell Medical Face Mask
K202622|O & M Halyard, Inc.|Steven  Dowdley|1 Edison Drive||Alpharetta|GA|US|30005|30005|09/10/2020|01/07/2021|SESE|HO|LZA|Summary|HO||Abbreviated|N||Halyard Lavender, Low Dermatitis Potential, Powder-Free Exam Gloves Tested for Use with Chemotherapy Drugs and and Fentanyl Citrate
K202623|Medtronic Xomed|Matthew  Harmon|6743 Southpoint Drive North||Jacksonville|FL|US|32256|32256|09/10/2020|12/08/2020|SESE|EN|LYA|Summary|EN||Traditional|N||Novapak Nasal Sinus Packing and Stent
K202629|Dentsply Sirona|Karl  Nittinger|221 West Philadelphia Street, Suite 60||York|PA|US|17404|17404|09/11/2020|01/20/2021|SESE|DE|EIH|Summary|DE||Traditional|N||Dentsply Sirona Universal Spray Glazes
K202631|Slinph Technologies Co., Ltd|Jian  Zou|Room 211, Building B,|1970 Cultural and Creative Industrial Park, Minzhi Street|Longhua, Shenzhen||CN|518110|518110|09/11/2020|12/08/2020|SESE|SU|OAP|Summary|PM||Traditional|N||iHelmet Laser Comb
K202635|MY01, Inc.|Charles  Allan|400 De Maisonneuve Boulevard West, Suite 700||Montreal||CA|H3A 1L4|H3A 1L4|09/11/2020|12/10/2020|SESE|OR|LXC|Summary|||Traditional|N||MY01 Continuous Compartmental Pressure Monitor
K202637|CoreLink, LLC|Steven  Mounts|2072 Fenton Logistics Park Blvd.||St.Louis|MO|US|63026|63026|09/11/2020|12/23/2020|SESE|OR|MQP|Summary|OR||Traditional|N||F3D Corpectomy System
K202640|Jiangsu Medpure Biological Technology Co., Ltd.|Jianwen  Fei|No. 1 Beiyang Road, Hexi Village, Zouqu Town||ChangZhou||CN|213144|213144|09/11/2020|01/22/2021|SESE|HO|FXX|Summary|SU||Traditional|N||Surgical Mask
K202641|Zymo Research|Julie  Ogi|17062 Murphy Ave.||Irvine|CA|US|92614|92614|09/11/2020|12/14/2020|SESE|MI|QBD|Summary|MI||Traditional|N||DNA/RNA Shield Collection Tube
K202648|Shenzhen Konmed Technology Co., Ltd.|Tony  No Last Name Provided|601, Building B4,|Shenchengtou Creative Factory Life Science Park|Shenzhen||CN|518118|518118|09/11/2020|12/08/2020|SESE|PM|IPF|Summary|PM||Traditional|N||Biofeedback Nerve and Muscle Stimulator
K202653|Well Brain International Ltd.|Victor K. Wai|Room 1403 Fook Yip Building, 53-57 Kwai Fung Crescent,|Kwai Chung|Hong Kong||CN|||09/14/2020|01/15/2021|SESE|PM|NGX|Summary|PM||Traditional|N||Gymform Total ABS
K202657|Nvision Biomedical Technologies, Inc|Diana  Langham|4590 Lockhill Selma||San Antonio|TX|US|78249|78249|09/14/2020|12/14/2020|SESE|OR|HRS|Summary|OR||Traditional|N||Javelin Tailor's Bunion Fixation System
K202659|Stryker|Christie  Samsa|5900 Optical Court||San Jose|CA|US|95138|95138|09/14/2020|12/01/2020|SESE|OR|HRX|Summary|OR||Special|N||Stryker Arthroscope
K202660|SPR Therapeutics, Inc.|Kathryn  Stager|22901 Millcreek Blvd. Suite 110||Cleveland|OH|US|44122|44122|09/14/2020|01/22/2021|SESE|NE|NHI|Summary|NE||Traditional|N||SPRINT PNS System
K202661|Olympus Medical Systems Corp.|Toshiyuki  Nakajima|2951 Ishikawa-cho||Hachioji-shi||JP|192-8507|192-8507|09/14/2020|12/08/2020|SESE|GU|FDT|Summary|GU||Traditional|N||Evis Exera III Duodenovideoscope Olympus TJF-Q190V
K202668|Medline Industries, Inc.|Jennifer  Mason|Three Lakes Drive||Northfield|IL|US|60093|60093|09/14/2020|12/19/2020|SESE|HO|KGO|Statement|SU||Traditional|N||Signature Latex and Signature Latex Micro, Powder-Free, Surgical Glove, Tested for Use with Chemotherapy Drugs with a Protein Content Label Claim of <50µg/dm2 per Glove of Extractable Protein
K202672|Quest Medical, Inc.|Tosan  Eweka|One Allentown Parkway||Allen|TX|US|75002|75002|09/15/2020|01/21/2021|SESE|HO|FPA|Summary|HO||Traditional|N||Precision Delivery Infusion Set
K202673|Dongguan Xiangtong Co., Ltd.|Charles  Shen|No.4, Tech 9th Rd, Hi-Tech Industrial Development Zone,|Songshan Lake|Dongguan||CN|523808|523808|09/15/2020|12/10/2020|SESE|DE|EIH|Summary|DE||Traditional|N||X-cera Pre-shaded Zirconia Blanks
K202681|Promisemed Hangzhou Meditech Co., Ltd.|Zearou  Yang|No. 1388 Cangxing Street, Cangqian Community,Yuhang District||Hangzhou City||CN|311121|311121|09/15/2020|12/31/2020|SESE|HO|FMI|Summary|HO||Special|N||Promisemed Covered Safety Pen Needle
K202684|Medacta International SA|Stefano  Baj|Strada Regina||Castel San Pietro||CH|CH-6874|CH-6874|09/15/2020|12/11/2020|SESE|OR|JWH|Summary|OR||Traditional|N||GMK Total Knee System - TiNbN Coating
K202690|DEKA Research and Development|Paul  Smolenski|340 Commercial Street||Manchester|NH|US|03101|03101|09/15/2020|12/30/2020|SESE|HO|QJY|Summary|HO||Traditional|N||Remunity Pump for Remodulin (treprostinil) Injection
K202694|Vycor Medical INC.|Theo  Novak|951 Broken Sound Parkway, STE 320||Boca Raton|FL|US|33487|33487|09/16/2020|01/14/2021|SESE|NE|GZT|Summary|NE||Traditional|N||Vycor Medical Viewsite Brain Access System (“VBAS”) and VBAS with Alignment Clip (“VBAS AC”) (together the “VBAS Family”)
K202698|Hangzhou Primecare Medical Co., Ltd.|Xueqing  Yan|Room 408-409, Zancheng Center West, Shangcheng District||Hangzhou||CN|310008|310008|09/16/2020|12/15/2020|SESE|GU|EZL|Summary|GU||Traditional|N||Prefilled Syringe
K202699|PAJUNK GmbH Medizintechnologie|Christian G.H. Quass|Karl-Hall-Str 1||Geisingen||DE|78187|78187|09/16/2020|12/29/2020|SESE|AN|CAZ|Summary|AN||Special|N||E-Cath STIM acc. Tsui
K202700|TheraPanacea|Edwin  Lindsay|Pepiniere Cochin Paris Sante|29 Rue du Faubourg Saint-Jacques|Paris||FR|75014|75014|09/16/2020|01/14/2021|SESE|RA|QKB|Summary|RA||Traditional|N||ART-Plan
K202701|Covidien|Leo  Chen|Rooms 501, 502, 601, 602, No.3 building No.2388,|Chen Hang Road|Min Hang District, Shanghai||CN|201114|201114|09/16/2020|12/07/2020|SESE|SU|GDW|Summary|SU||Special|N||GIA Stapler with Tri-Staple Technology
K202706|B.J.ZH.F.Panther Medical Equipment CO., LTD.|Wenyue  Han|Floor 3, Building1, 28 Huoju Street, Changping S&T Park,|Changping District|Beijing||CN|102200|102200|09/16/2020|12/31/2020|SESE|HO|FYA|Summary|SU||Traditional|N||Surgical Gown (Sterile), Surgical Gown (Non-sterile)
K202719|Jiangxi Sanxin Medtec Co., Ltd.|Shuiqing  Sun|No. 999, Fushan Road, Xiaolan Economic Development||Nanchang||CN|330200|330200|09/17/2020|01/04/2021|SESE|HO|FXX|Summary|SU||Traditional|N||Disposable Medical Face Masks
K202721|STERIS Corporation|Anthony  Piotrkowski|5976 Heisley Rd||Mentor|OH|US|44060|44060|09/17/2020|01/08/2021|SESE|HO|FRC|Summary|HO||Traditional|N||Celerity 20 Steam Biological Indicator for IUSS
K202730|Medacta International SA|Stefano  Baj|Strada Regina||Castel San Pietro||CH|CH-6874|CH-6874|09/18/2020|12/28/2020|SESE|OR||Summary|||Traditional|N||Quadra-P
K202749|Stryker GmbH|Ugochi  Okereke||325 Corporate Drive|Mahwah|NJ|US|07430|07430|09/21/2020|12/18/2020|SESE|OR|OLO|Summary|NE||Traditional|N||ADAPT for Gamma3
K202767|Canon Medical Systems Corporation|Paul  Biggins|1385 Shimoishigami||Otawara-shi||JP|324-8550|324-8550|09/21/2020|01/15/2021|SESE|RA|LNH|Summary|RA||Traditional|N||Vantage Orian 1.5T, MRT-1550, V6.0
K202769|DePuy Ireland UC|Erin  Combs|Loughbeg||Ringaskiddy||IE|||09/21/2020|01/14/2021|SESE|OR|OLO|Summary|NE||Traditional|N||VELYS™ Robotic-Assisted Solution
K202782|623 Medical, LLC|Ty  Schlander|623 Davis Drive, Suite 100||Morrisville|NC|US|27522|27522|09/22/2020|12/21/2020|SESE|PM|MLY|Summary|||Traditional|N||num Vapocoolant
K202791|Andon Health Co., Ltd.|Liu  Yi|No. 3 Jin Ping Street, Ya An Road, Nankai District||Tianjin||CN|300190|300190|09/22/2020|01/05/2021|SESE|HO|FLL|Summary|HO||Abbreviated|N||iHealth Clinical Digital Thermometer
K202792|Brius Technologies, Inc|Kate  Garrett|2611 Westgrove Dr Ste 109||Carrollton|TX|US|75006|75006|09/22/2020|01/22/2021|SESE|DE|NXC|Summary|DE||Traditional|N||BRIUS Clear Aligners
K202810|OrthoSpin Ltd|Oren  Cohen|13 Hayezira St.||Yokneam||IL|2066720|2066720|09/23/2020|01/06/2021|SESE|OR|KTT|Summary|OR||Traditional|N||AutoStrut G2
K202812|Alphatec Spine, Inc.|Ruby  Zheng|5818 El Camino Real||Carlsbad|CA|US|92008|92008|09/24/2020|12/18/2020|SESE|OR|OVE|Summary|OR||Traditional|N||IdentiTi Cervical Standalone Interbody System
K202820|Prism Surgical Designs Pty Ltd|Emma May Young|15/43 Lang Parade||Milton||AU|4064|4064|09/24/2020|12/22/2020|SESE|OR|MAX|Summary|OR||Traditional|N||Australis Anterior Lumbar Cage System
K202826|Siemens Healthcare Diagnostics Products Ltd.|Malgorzata  Robak|Glyn Rhonwy, Llanberis||Caernarfon||GB|LL55 4EL|LL55 4EL|09/24/2020|01/15/2021|SESE|TX|CGR|Summary|CH||Traditional|N||IMMULITE® 2000 Cortisol
K202827|Shenzhen GSD Tech Co., Ltd.|Zoe  Yao|Building A, JUNSD Hi-Tech Park, West of Bao’An RD.|Watch & Clock Base, Guangming District|Shenzhen||CN|518106|518106|09/24/2020|12/15/2020|SESE|SU|FTC|Summary|SU||Traditional|N||308nm Excimer UV-light Skin Therapy System
K202833|Sequel Medical Inc.|Valentina  Kamysheva|12550 Biscayne Blvd Ste 110||North Miami|FL|US|33181-2536|33181-2536|09/25/2020|01/19/2021|SESE|OR|KTT|Summary|OR||Traditional|N||Sequel External Fixation Device
K202834|Intuitive Surgical, Inc.|Brandon  Hansen|1266 Kifer Road||Sunnyvale|CA|US|94086|94086|09/25/2020|12/10/2020|SESE|SU|NAY|Summary|GU||Traditional|N||da Vinci Xi Surgical System (IS4000), da Vinci X Surgical System (IS4200)
K202835|Eximo Medical Ltd.|Yoel  Zabar|Pekeris St 3||Rehovot||IL|7670203|7670203|09/25/2020|12/02/2020|SESE|CV|MCW|Summary|CV||Special|N||Auryon Atherectomy System
K202837|Monitored Therapeutics, Inc.|Michael  Taylor|5995 Shier Rings Road, Ste A||Dublin|OH|US|43016|43016|09/25/2020|12/04/2020|SESE|AN|BZG|Summary|AN||Special|N||GoSpiro
K202839|JKH HEALTH CO., LTD.|Pu  Jiang|4-5F, Building 12, Hengmingzhu Ind. Park, Tongfuyu Ind.|Area, Shajing, Baoan|Shenzhen||CN|518104|518104|09/25/2020|01/21/2021|SESE|CV|JOW|Statement|CV||Traditional|N||Overlapped Compression Therapy
K202843|B.J.ZH.F.Panther Medical Equipment Co., Ltd|Jiahui  Li|Floor 3, Building 1, 28 Huoju Street, Changping S & T Park,|Changping District|Beijing||CN|102200|102200|09/25/2020|01/12/2021|SESE|HO|FXX|Summary|SU||Traditional|N||Surgical Face Masks (Sterile), Surgical Face Masks (Non-sterile)
K202844|Beijing Biosis Healing Biological Technology Co., Ltd|Ting  Jiang|No.6 plant west, Valley No.1 Bio-medicine Industry Park,|Daxing District,|Beijing||CN|102600|102600|09/25/2020|01/06/2021|SESE|HO|FYA|Summary|SU||Traditional|N||Medical Surgical Gowns
K202847|BrainNow Medical Technology Limited|Junbing  Huang|Unit 201, 2/F, Lakeside 2, No. 10 Science Park West Avenue,|Hong Kong Science Park, Shatin, N.T.|Hong Kong||CN|999077|999077|09/25/2020|01/15/2021|SESE|RA|LLZ|Summary|RA||Traditional|N||AccuBrain
K202849|Everyway Medical Instruments Co., Ltd|Paul  Hung|3FL., No.5, Lane 155, Section 3, Peishen Rd.,||Shenkeng District, New Taipei City||TW|22203|22203|09/28/2020|12/22/2020|SESE|NE|NUH|Statement|NE||Traditional|N||Everyway Analog OTC TENS, model N103A/N302
K202857|ClearPath Orthodontics Ltd|Waqas  Wahab|6-N, Main Boulevard||Johar Town||PK|54000|54000|09/28/2020|01/05/2021|SESE|DE|NXC|Summary|DE||Traditional|N||ClearPath Aligner
K202858|Conventus Orthopaedics, LLC|Amanda  Pentecost|10200 73rd Ave N.|Suite 122|Maple Grove|MN|US|55369|55369|09/28/2020|01/22/2021|SESE|OR|HSB|Summary|OR||Traditional|N||Flex-ThreadTM Distal Fibula Intramedullary Nail System
K202874|Covidien llc|Jenny  Liu|6F, Building 3, 2388 Chenhang Road||Shanghai||CN|201114|201114|09/28/2020|01/09/2021|SESE|AN|BSK|Summary|AN||Traditional|N||Puritan Bennett Cuff Pressure Manager
K202876|Abbott (St. Jude Medical)|Juni  Sarkar|15900 Valley View Ct.||Sylmar|CA|US|91342|91342|09/28/2020|12/01/2020|SESE|CV|MXC|Summary|CV||Special|N||Confirm Rx Insertable Cardiac Monitor
K202880|Apyx Medical Corporation (formerly Bovie Medical Corporation|Lauren  Tiller|5115 Ulmerton Road||Clearwater|FL|US|33760-4004|33760-4004|09/28/2020|01/04/2021|SESE|SU|GEI|Summary|SU||Traditional|N||J-Plasma Precise FLEX Handpiece
K202882|Hermes Medical Solutions AB|Joakim  Arwidson|Strandbergsgatan 16||Stockholm||SE|11251|11251|09/28/2020|12/23/2020|SESE|RA|KPS|Summary|RA||Traditional|N||Affinity
K202904|Jiangxi Feilikang Medical Technology Co., Ltd.|Shijun  Zhang|Building 8, Anyuan Electronic Information Industry Park||Pingxiang||CN|337000|337000|09/29/2020|01/21/2021|SESE|HO|FXX|Summary|SU||Traditional|N||Surgical Face Mask
K202925|KARL STORZ Endoscopy_America, Inc.|Alita  McElroy|2151 E. Grand Avenue||El Segundo|CA|US|90245|90245|09/29/2020|12/17/2020|SESE|SU|OWN|Summary|GU||Traditional|N||KARL STORZ ICG Imaging System
K202940|DyAnsys, Inc|Srini  Nageshwar|300, North Bayshore Boulevard||San Mateo|CA|US|94401|94401|09/30/2020|12/29/2020|SESE|NE|QHH|Summary|GU||Traditional|N||First Relief v1
K202968|Intuitive Surgical, Inc.|Connor  McCarty|1266 Kifer Road||Sunnyvale|CA|US|94086|94086|09/30/2020|12/22/2020|SESU|SU|NAY|Summary|GU||Traditional|N||Da Vinci SP Surgical System
K202974|Medtech Products, Inc.|Vincent  Argiro|660 White Plains Rd.||Tarrytown|NY|US|10591|10591|09/30/2020|12/22/2020|SESE|DE|OBR|Summary|||Traditional|N||DenTek Fresh Protect Dental Guard
K202979|Lode B.V.|J.R.  Fransens|Zernikepark 16||Groningen||NL|9747 AN|9747 AN|09/30/2020|12/21/2020|SESE|PM|ISD|Statement|PM||Abbreviated|N||MR Egometer Pedal, MR Ergometer Push/Pull, MR Ergometer Up/Down, MR Ergometer Dorsal Ankle Flex, MR Ergometer Pedal Ultra
K202983|Y&J BIO Co., Ltd.|Kwang  Sic Kim|B-916, 947, Hanam-daero||Hanam-si||KR|12982|12982|09/30/2020|12/08/2020|SESE|SU|OAP|Summary|PM||Traditional|N||easy Hairfull
K203004|ACIST Medical Systems, Inc.|Jeff  Koll|7905 Fuller Rd||Eden Prairie|MN|US|55344|55344|10/01/2020|12/17/2020|SESE|HO|DXT|Summary|CV||Special|N||ACIST CVi1 Contrast Delivery System, ACIST CVi Contrast Delivery System
K203010|Apelem-DMS Group|Samuel  Sancerni|Parc Scientifique Georges Besse 175 Alle Von Neumann||Nimes||FR|30005|30005|10/01/2020|01/22/2021|SESE|RA|JAA|Summary|RA||Special|N||Platinum dRF Imaging System
K203016|Daesung Maref Co., LTD|Su Hyeon  So|298-24, Gongdan-Ro||Gunpo-si||KR|15809|15809|10/01/2020|12/05/2020|SESE|CV|JOW|Summary|CV||Special|N||DVT-2600
K203026|Encore Medical, L.P.|Teffany  Hutto|9800 Metric Blvd.||Austin|TX|US|78758|78758|10/02/2020|12/23/2020|SESE|OR|KWS|Summary|OR||Traditional|N||AltiVate® Anatomic Pegged Glenoid with Markers
K203041|Medacta International SA|Stefano  Baj|Strada Regina||Castel San Pietro||CH|CH-6874|CH-6874|10/06/2020|12/02/2020|SESE|OR|LZO|Summary|OR||Special|N||SMS Cementless Stem
K203042|Canon Medical Systems Corporation|Paul  Biggins|1385 Shimoishigami||Otawara-shi||JP|324-8550|324-8550|10/06/2020|12/10/2020|SESE|RA|JAK|Summary|RA||Traditional|N||Aquilion Exceed LB (TSX-202A/3) V10.6 with AiCE-I
K203053|Canon Medical Systems Corporation|Paul  Biggins|1385 Shimoishigami||Otawara-shi||JP|324-8550|324-8550|10/07/2020|12/02/2020|SESE|RA|LNH|Summary|RA||Traditional|N||Vantage Orian 1.5T, MRT-1550, V7.0 with AiCE Reconstruction Processing Unit for MR
